PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
35274187,2022,10.1007/s00330-022-08648-z,PMC8913212,Combined PET-CT and MRI for response evaluation in patients with squamous cell anal carcinoma treated with curative-intent chemoradiotherapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35274187.pdf
35277966,2022,10.1093/bjs/znac059,PMC10364750,Accuracy of MRI in early rectal cancer: national cohort study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35277966.pdf
35280723,2022,10.3389/fonc.2022.713335,PMC8907660,Combined Detection of RUNX3 and EZH2 in Evaluating Efficacy of Neoadjuvant Therapy and Prognostic Value of Middle and Low Locally Advanced Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35280723.pdf
35280799,2022,10.3389/fonc.2022.831712,PMC8907443,A Predictive Model of 2yDFS During MR-Guided RT Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer Patients.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35280799.pdf
35284662,2022,10.1016/j.phro.2022.02.014,PMC8908275,Robust extraction of biological information from diffusion-weighted magnetic resonance imaging during radiotherapy using semi-automatic delineation.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35284662.pdf
35287607,2022,10.1186/s12880-022-00773-x,PMC8919611,Local tuning of radiomics-based model for predicting pathological response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35287607.pdf
35289240,2022,10.1080/00365521.2022.2048885,,Cronkhite-Canada syndrome: a retrospective analysis of four cases at a single medical center.,pending,,0,,
35299114,2022,10.1016/j.ejrad.2022.110245,,The value of multi-parameter diffusion and perfusion magnetic resonance imaging for evaluating epithelial-mesenchymal transition in rectal cancer.,pending,,0,,
35303919,2022,10.1186/s13014-022-02023-4,PMC8932060,Validation of an MRI-only planning workflow for definitive pelvic radiotherapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35303919.pdf
35304396,2022,10.1136/bmjopen-2021-055140,PMC8935173,"Non-operative management after chemoradiotherapy plus consolidation or sandwich (induction with bevacizumab and consolidation) chemotherapy in patients with locally advanced rectal cancer: a multicentre, randomised phase II trial (NOMINATE trial).",not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35311135,2022,10.3389/fonc.2022.813138,PMC8927647,The Value of Intravoxel Incoherent Motion Diffusion-Weighted Magnetic Resonance Imaging Combined With Texture Analysis of Evaluating the Extramural Vascular Invasion in Rectal Adenocarcinoma.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35312962,2022,10.1007/s11864-022-00961-5,,The Evolving Neoadjuvant Treatment Paradigm for Patients with Locoregional mismatch Repair Proficient Rectal Cancer.,pending,,0,,
35317416,2022,10.1109/JTEHM.2022.3156851,PMC8932521,Using Multi-Scale Convolutional Neural Network Based on Multi-Instance Learning to Predict the Efficacy of Neoadjuvant Chemoradiotherapy for Rectal Cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35318364,2022,10.1038/s41598-022-08773-1,PMC8941159,Weakly supervised end-to-end artificial intelligence in gastrointestinal endoscopy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35318364.pdf
35319077,2022,10.1007/s00330-022-08694-7,PMC9283216,Occurrence of peritoneal carcinomatosis in patients with rectal cancer undergoing staging pelvic MRI: clinical observations.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35320412,2022,10.1007/s00330-022-08717-3,,The application of apparent diffusion coefficients derived from intratumoral and peritumoral zones for assessing pathologic prognostic factors in rectal cancer.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35320412.pdf
35322295,2022,10.1007/s00595-022-02478-8,,The prediction of postoperative anorectal dysfunction after low anterior resection for lower rectal cancer by measuring the volume of defecation-related muscles.,pending,,0,,
35323347,2022,10.3390/curroncol29030147,PMC8947455,Systemic Therapy and Its Surgical Implications in Patients with Resectable Liver Colorectal Cancer Metastases. A Report from the Western Canadian Gastrointestinal Cancer Consensus Conference.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35325073,2022,10.1093/cid/ciac211,PMC9617575,Automated Evaluation of p16/Ki-67 Dual-Stain Cytology as a Biomarker for Detection of Anal Precancer in Men Who Have Sex With Men and Are Living With Human Immunodeficiency Virus.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35325225,2022,10.1093/oncolo/oyac003,PMC9355805,Phase I Study of Lenvatinib and Capecitabine with External Radiation Therapy in Locally Advanced Rectal Adenocarcinoma.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35325271,2022,10.1007/s00384-022-04103-z,PMC8976819,A multicentre cohort study assessing the utility of routine blood tests as adjuncts to identify complete responders in rectal cancer following neoadjuvant chemoradiotherapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35325271.pdf
35332398,2022,10.1007/s00261-022-03495-4,,Extramural venous invasion (EMVI) revisited: a detailed analysis of various characteristics of EMVI and their role as a predictive imaging biomarker in the neoadjuvant treatment response in rectal cancer.,pending,,0,,
35336825,2022,10.3390/biology11030452,PMC8945327,The Utility of ADC First-Order Histogram Features for the Prediction of Metachronous Metastases in Rectal Cancer: A Preliminary Study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35336825.pdf
35339339,2022,10.1016/j.suronc.2022.101739,PMC9464708,The importance of MRI for rectal cancer evaluation.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35339391,2022,10.1016/j.clcc.2022.02.002,,Lateral Lymph Nodes in Rectal Cancer: Do we all Think the Same? A Review of Multidisciplinary Obstacles and Treatment Recommendations.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35340172,2022,10.3760/cma.j.cn441530-20211222-00527,,[A prediction model of pathological complete response in patients with locally advanced rectal cancer after PD-1 antibody combined with total neoadjuvant chemoradiotherapy based on MRI radiomics].,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35340828,2022,10.1016/j.ejro.2022.100415,PMC8942820,Using texture analysis in the development of a potential radiomic signature for early identification of hepatic metastasis in colorectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35340828.pdf
35347035,2022,10.21873/anticanres.15693,,Predictors of Lateral Pelvic Lymph Node Metastasis in Advanced Low Rectal Cancer Treated With Neoadjuvant Chemotherapy.,pending,,0,,
35347663,2023,10.1007/s12029-022-00818-y,,Utility of Mid-treatment DWI in Selecting Pathological Responders to Neoadjuvant Chemoradiotherapy in Locally Advanced Esophageal Cancer.,pending,,0,,
35348868,2022,10.1007/s00330-022-08697-4,,Abdominal adipose tissue quantification and distribution with CT: prognostic value for surgical and oncological outcome in patients with rectal cancer.,pending,,0,,
35350020,2022,10.1159/000522006,,Rectal Cancer: Open Questions in 2022 Current Standards of Clinical Practice and Ongoing Trials.,pending,,0,,
35351272,2022,10.1016/j.soc.2021.11.003,,Nonoperative Management of Rectal Cancer: The Watch and Wait Strategy.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35355820,2022,10.1155/2022/2003286,PMC8958068,Radiomics of Patients with Locally Advanced Rectal Cancer: Effect of Preprocessing on Features Estimation from Computed Tomography Imaging.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35355820.pdf
35358109,2023,10.1097/DCR.0000000000002295,PMC10185333,Deep Learning-Based Model for Identifying Tumors in Endoscopic Images From Patients With Locally Advanced Rectal Cancer Treated With Total Neoadjuvant Therapy.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
35366088,2022,10.1007/s00261-022-03503-7,PMC9189624,Rectal MRI radiomics inter- and intra-reader reliability: should we worry about that?,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35366088.pdf
35368044,2022,10.1038/s41416-022-01786-7,PMC9296479,MRI radiomics independent of clinical baseline characteristics and neoadjuvant treatment modalities predicts response to neoadjuvant therapy in rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35368044.pdf
35368206,2022,10.1007/s00261-022-03500-w,,Discriminating rectal cancer grades using restriction spectrum imaging.,pending,,0,,
35368890,2022,10.1155/2022/4061142,PMC8965599,Role of Perirectal Fat in the Carcinogenesis and Development of Early-Onset Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35368890.pdf
35371999,2022,10.3389/fonc.2022.788731,PMC8971285,Comparison of Computed and Acquired DWI in the Assessment of Rectal Cancer: Image Quality and Preoperative Staging.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35371999.pdf
35381275,2022,10.1016/j.radonc.2022.03.019,,High dose rate brachytherapy in the management of anal cancer: A review.,pending,,0,,
35381884,2022,10.1007/s10029-022-02580-3,PMC9012864,Use of prophylactic stoma mesh is a risk factor for developing rectus abdominis muscle atrophy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35381884.pdf
35388140,2022,10.1038/s41416-022-01801-x,PMC9296509,A new magnetic resonance imaging tumour response grading scheme for locally advanced rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35388140.pdf
35395434,2022,10.1016/j.ctrv.2022.102381,,Compliance to chemoradiation in squamous cell carcinoma of the anus.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35400011,2022,10.21873/cdp.10074,PMC8962848,Predictive Value of the Prognostic Nutritional Index in Neoadjuvant Chemoradiotherapy for Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35400011.pdf
35403166,2021,10.21873/cdp.10062,PMC8962870,Risk of Outlet Obstruction Associated With Defunctioning Loop Ileostomy in Rectal Cancer Surgery.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35403166.pdf
35404000,2023,10.1007/s12029-022-00819-x,,Prognostic Significance of Adipose Tissue Distribution and Metabolic Activity in PET/CT in Patients with Metastatic Colorectal Cancer.,pending,,0,,
35404168,2023,10.1177/02841851221091209,,Pelvic CT in addition to MRI to differentiate between rectal and sigmoid cancer on imaging using the sigmoid take-off as a landmark.,pending,,0,,
35406415,2022,10.3390/cancers14071643,PMC8996944,The Role of Simultaneous Integrated Boost in Locally Advanced Rectal Cancer Patients with Positive Lateral Pelvic Lymph Nodes.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35406415.pdf
35407606,2022,10.3390/jcm11071998,PMC8999631,T(1ρ) for Radiotherapy Treatment Response Monitoring in Rectal Cancer Patients: A Pilot Study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35407606.pdf
35411227,2022,,PMC8984874,Signet ring cell component predicts the response to neoadjuvant chemoradiotherapy in rectal cancer. Long interim results of a single institution experience.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35412011,2022,10.1111/ans.17683,,Anatomical features of inferior mesenteric and left colic arteries and surgery in colorectal cancer patients with persistent descending mesocolon.,pending,,0,,
35415787,2022,10.1007/s10147-022-02157-1,,Establishment and validation of a nomogram for predicting potential lateral pelvic lymph node metastasis in low rectal cancer.,pending,,0,,
35418656,2022,10.1038/s41598-022-10175-2,PMC9008122,Predicting outcomes for locally advanced rectal cancer treated with neoadjuvant chemoradiation with CT-based radiomics.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35418656.pdf
35428267,2022,10.1186/s13014-022-02048-9,PMC9013126,Applicability of a pathological complete response magnetic resonance-based radiomics model for locally advanced rectal cancer in intercontinental cohort.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35428267.pdf
35428290,2022,10.1186/s12893-022-01591-2,PMC9011378,Report of 13-year survival of patients with colon and rectal cancers; lessons from Shiraz colorectal cancer surgery registry system of a level three medical center.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35437212,2022,10.1016/j.meddos.2022.03.002,,Evaluation of the ITV-margin and variables affecting bladder and mesorectal deformation during long course neoadjuvant radiotherapy for rectal cancer.,pending,,0,,
35437926,2023,10.1111/ajco.13782,,Pictorial essay on MRI local staging of rectal carcinoma: An easy approach.,pending,,0,,
35438444,2022,10.1007/s11864-022-00984-y,PMC9174118,"Robotic Surgery in Rectal Cancer: Potential, Challenges, and Opportunities.",not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35439946,2022,10.1186/s12885-022-09518-z,PMC9017030,Machine learning-based multiparametric MRI radiomics for predicting poor responders after neoadjuvant chemoradiotherapy in rectal Cancer patients.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35441209,2022,10.1093/bjsopen/zrac044,PMC9019068,The management of retrorectal tumours: tertiary centre retrospective study.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35445698,2022,10.1093/bioinformatics/btac286,,Tightly integrated multiomics-based deep tensor survival model for time-to-event prediction.,pending,,0,,
35445815,2022,10.1007/s00066-022-01931-4,PMC9217888,Image-guided high-dose-rate brachytherapy for rectal cancer: technical note and first clinical experience on an organ-preserving approach.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35445815.pdf
35449546,2022,10.1016/j.ctro.2022.04.003,PMC9018120,ACO/ARO/AIO-21 - Capecitabine-based chemoradiotherapy in combination with the IL-1 receptor antagonist anakinra for rectal cancer Patients: A phase I trial of the German rectal cancer study group.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
35453969,2022,10.3390/diagnostics12040921,PMC9027294,MRI Evaluation of Complete and Near-Complete Response after Neoadjuvant Therapy in Patients with Locally Advanced Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35453969.pdf
35454033,2022,10.3390/diagnostics12040984,PMC9044748,Pathological Evaluation of Rectal Cancer Specimens Using Micro-Computed Tomography.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_35454033.pdf
